date,region,latitude,longitude,operation_type,clima,umidade_solo,inclinacao,distancia_agua,velocidade,historico_sinistros,chuva_mm,solo_instavel,clima_code,operation_code,temperatura_c,umidade_ar,pressao_hpa,distancia_obstaculo,gps_accuracy_m,wind_speed_m_s,source,risk_score
20240221,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,tempestade,100.0,0.43,420.75,10.37,5.2,26.63,1,3.0,2.0,22.82,90.44,926.8,16.92,9.56,2.92,NASA POWER Daily API,100.0
20240222,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,tempestade,100.0,7.89,214.88,12.47,2.2,29.37,1,3.0,1.0,22.77,87.14,928.4,1.65,4.15,2.45,NASA POWER Daily API,100.0
20240223,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,chuva,100.0,1.96,222.37,9.05,4.2,7.4,1,2.0,0.0,23.0,88.01,930.0,2.11,2.94,2.77,NASA POWER Daily API,88.69
20240224,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,100.0,1.83,252.23,14.87,1.2,0.12,0,4.0,0.0,23.72,84.28,930.7,23.54,5.69,3.81,NASA POWER Daily API,55.25
20240225,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,100.0,0.0,103.49,14.89,1.2,0.03,0,4.0,0.0,24.12,77.84,930.7,7.91,3.99,4.27,NASA POWER Daily API,53.27
20240226,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,100.0,5.58,324.75,11.95,1.2,0.24,0,4.0,0.0,23.72,76.57,929.2,2.57,5.69,3.28,NASA POWER Daily API,61.76
20240227,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,garoa,100.0,9.5,295.91,0.0,1.2,0.16,0,4.0,2.0,24.2,78.3,928.4,2.85,4.59,2.6,NASA POWER Daily API,54.92
20240228,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,garoa,92.72,3.05,259.56,8.67,1.2,0.02,0,4.0,2.0,24.89,77.75,929.0,6.5,4.38,2.92,NASA POWER Daily API,50.62
20240229,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,45.51,4.7,395.78,9.5,1.2,0.35,0,4.0,0.0,25.37,72.78,929.4,75.47,4.84,2.49,NASA POWER Daily API,35.52
20240301,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,25.25,1.72,290.96,14.36,2.2,0.31,0,4.0,0.0,26.02,69.93,928.8,15.86,2.86,2.11,NASA POWER Daily API,34.54
20240302,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,33.09,4.4,269.2,14.67,1.2,0.38,0,4.0,1.0,26.35,72.27,928.2,10.02,6.51,1.88,NASA POWER Daily API,38.05
20240303,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,chuva,51.21,1.7,342.76,7.48,1.2,6.63,0,2.0,2.0,25.87,77.26,927.9,16.82,7.06,2.09,NASA POWER Daily API,46.12
20240304,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,manutencao,chuva,84.29,0.93,311.86,0.0,2.2,13.41,1,2.0,3.0,23.01,91.31,929.1,6.65,2.61,2.85,NASA POWER Daily API,67.78
20240305,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,73.11,2.3,277.81,3.03,1.2,0.43,0,4.0,0.0,23.78,79.87,929.7,2.01,7.15,2.67,NASA POWER Daily API,39.24
20240306,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,65.19,0.59,406.17,12.0,1.2,0.07,0,4.0,0.0,25.44,76.26,929.6,3.05,5.51,3.01,NASA POWER Daily API,39.95
20240307,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,58.36,8.29,449.53,16.57,2.2,0.1,0,4.0,0.0,25.64,75.83,930.1,2.73,2.77,3.32,NASA POWER Daily API,59.84
20240308,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,garoa,64.13,3.06,213.3,8.02,1.2,0.02,0,4.0,2.0,25.77,71.44,929.3,22.61,4.7,3.51,NASA POWER Daily API,41.22
20240309,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,65.34,0.0,332.76,18.9,3.2,1.78,0,4.0,0.0,25.77,68.21,928.9,12.65,3.29,3.01,NASA POWER Daily API,53.98
20240310,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,49.59,5.53,229.95,5.4,2.2,0.03,0,4.0,0.0,26.21,62.39,929.1,8.22,8.27,2.06,NASA POWER Daily API,34.35
20240311,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,30.75,2.88,278.02,13.52,1.2,0.07,0,4.0,0.0,26.78,60.49,929.4,14.96,6.7,2.69,NASA POWER Daily API,33.94
20240312,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,17.48,5.02,377.39,12.29,1.2,0.77,0,4.0,0.0,27.51,57.34,929.8,3.03,3.9,2.39,NASA POWER Daily API,31.3
20240313,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,37.22,8.81,464.48,8.08,1.2,0.78,0,4.0,0.0,27.47,61.85,929.5,3.62,2.83,2.21,NASA POWER Daily API,35.97
20240314,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,28.28,6.8,238.98,16.72,3.2,0.16,0,4.0,0.0,27.65,59.79,928.7,2.03,3.64,2.81,NASA POWER Daily API,51.75
20240315,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,42.99,8.57,215.1,9.17,1.2,3.42,0,4.0,0.0,27.09,66.09,927.4,4.51,2.79,2.92,NASA POWER Daily API,41.47
20240316,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,44.06,8.63,213.28,15.3,1.2,3.04,0,4.0,0.0,26.23,70.43,927.3,4.54,5.71,2.93,NASA POWER Daily API,49.16
20240317,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,38.83,4.26,242.3,14.98,1.2,0.0,0,0.0,0.0,27.54,57.16,928.0,8.06,5.03,2.29,NASA POWER Daily API,39.67
20240318,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,41.38,10.17,237.29,19.14,2.2,0.82,0,4.0,1.0,28.45,53.3,927.6,7.7,4.2,2.62,NASA POWER Daily API,54.79
20240319,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,garoa,41.86,1.66,400.98,10.58,1.2,2.71,0,4.0,2.0,29.51,51.97,926.3,3.87,3.31,1.76,NASA POWER Daily API,39.04
20240320,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,chuva,60.66,6.56,342.64,7.64,3.2,7.14,0,2.0,0.0,28.08,59.27,926.5,8.58,2.6,2.06,NASA POWER Daily API,55.14
20240321,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,69.16,8.37,494.63,20.67,1.2,3.02,0,4.0,1.0,27.13,64.99,927.7,6.38,4.08,1.6,NASA POWER Daily API,63.08
20240322,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,chuva,86.9,6.52,228.62,12.6,1.2,9.7,1,2.0,0.0,26.87,71.22,927.4,5.43,12.18,2.49,NASA POWER Daily API,83.24
20240323,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,78.57,5.76,260.38,12.15,1.2,1.29,0,4.0,0.0,26.81,67.25,927.5,4.39,5.16,2.39,NASA POWER Daily API,50.89
20240324,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,63.6,3.29,188.26,6.09,3.2,1.55,0,4.0,0.0,27.37,62.22,927.1,13.01,4.98,2.39,NASA POWER Daily API,40.8
20240325,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,67.42,5.31,439.43,11.83,2.2,0.0,0,0.0,0.0,26.87,52.76,926.9,3.05,5.07,3.01,NASA POWER Daily API,47.64
20240326,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,sol,54.65,3.11,271.19,17.17,1.2,0.0,0,0.0,1.0,27.66,47.88,927.8,3.19,13.78,1.96,NASA POWER Daily API,45.96
20240327,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,45.07,6.07,384.56,13.63,2.2,0.27,0,4.0,0.0,27.63,57.84,928.1,13.57,2.49,2.89,NASA POWER Daily API,44.15
20240328,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,45.46,4.02,198.53,12.17,1.2,0.65,0,4.0,0.0,28.06,59.72,929.4,5.3,6.13,3.42,NASA POWER Daily API,38.41
20240329,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,garoa,26.44,6.62,224.47,5.07,2.2,0.06,0,4.0,2.0,28.61,52.18,929.4,8.35,7.04,3.59,NASA POWER Daily API,32.15
20240330,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,28.33,4.34,182.48,12.78,1.2,0.03,0,4.0,0.0,28.88,50.68,928.7,1.22,14.92,2.28,NASA POWER Daily API,45.83
20240331,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,14.64,4.44,370.64,10.72,1.2,0.13,0,4.0,0.0,29.4,50.0,928.0,55.35,5.55,2.12,NASA POWER Daily API,27.4
20240401,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,33.06,4.16,324.78,10.49,1.2,0.61,0,4.0,0.0,28.85,55.82,927.9,12.6,3.97,2.32,NASA POWER Daily API,32.8
20240402,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,39.92,7.12,179.55,12.59,1.2,1.5,0,4.0,0.0,27.66,63.94,928.2,17.77,3.38,2.34,NASA POWER Daily API,41.42
20240403,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,37.55,5.24,221.84,0.0,2.2,0.62,0,4.0,0.0,26.24,74.54,928.1,6.08,7.08,3.14,NASA POWER Daily API,24.32
20240404,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,46.32,2.63,114.12,4.44,3.2,4.93,0,4.0,0.0,26.0,73.98,928.8,4.45,3.47,2.95,NASA POWER Daily API,35.96
20240405,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,manutencao,chuva,72.34,4.3,384.26,0.0,1.2,8.96,0,2.0,3.0,24.74,79.06,928.9,4.67,4.24,2.18,NASA POWER Daily API,43.99
20240406,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,chuva,100.0,5.57,213.47,5.37,2.2,23.23,1,2.0,2.0,25.17,80.18,928.5,10.66,9.1,1.64,NASA POWER Daily API,96.06
20240407,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,chuva,100.0,1.94,278.41,4.96,2.2,22.54,1,2.0,0.0,24.51,84.35,928.8,7.05,4.57,3.27,NASA POWER Daily API,87.06
20240408,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,100.0,2.56,165.21,13.68,2.2,1.08,0,4.0,0.0,24.71,77.4,928.8,23.56,6.35,3.04,NASA POWER Daily API,57.73
20240409,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,100.0,6.72,241.39,7.95,1.2,0.74,0,4.0,0.0,25.77,74.12,928.3,2.41,4.83,2.47,NASA POWER Daily API,58.5
20240410,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,100.0,2.84,440.51,22.93,1.2,2.55,0,4.0,1.0,25.85,73.04,927.5,8.07,10.56,1.33,NASA POWER Daily API,68.92
20240411,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,chuva,100.0,4.73,335.18,9.05,2.2,9.58,1,2.0,2.0,25.43,78.12,928.1,1.94,3.59,2.5,NASA POWER Daily API,92.84
20240412,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,100.0,0.0,312.26,16.29,2.2,1.35,0,4.0,1.0,25.48,74.39,928.5,5.12,12.45,3.16,NASA POWER Daily API,58.58
20240413,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,92.21,3.94,249.21,9.76,1.2,0.39,0,4.0,0.0,25.37,70.6,928.2,15.04,2.18,3.46,NASA POWER Daily API,49.18
20240414,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,manutencao,garoa,46.32,7.39,152.83,11.52,2.2,0.16,0,4.0,3.0,25.0,65.64,927.8,4.71,9.52,3.71,NASA POWER Daily API,43.19
20240415,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,43.11,0.12,160.2,24.39,3.2,0.12,0,4.0,1.0,25.35,64.62,927.8,1.91,2.77,3.31,NASA POWER Daily API,58.79
20240416,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,manutencao,garoa,52.32,8.44,417.6,5.74,2.2,0.5,0,4.0,3.0,25.44,69.92,928.9,22.86,5.63,3.49,NASA POWER Daily API,39.12
20240417,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,46.76,1.6,197.68,21.23,3.2,0.76,0,4.0,0.0,26.08,67.22,928.3,8.68,4.57,3.74,NASA POWER Daily API,52.07
20240418,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,42.52,0.26,408.82,10.25,1.2,1.38,0,4.0,0.0,26.14,70.74,927.9,5.76,8.23,2.7,NASA POWER Daily API,31.98
20240419,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,46.56,1.34,306.24,17.14,3.2,3.84,0,4.0,0.0,26.6,66.99,928.4,4.89,2.78,2.4,NASA POWER Daily API,49.54
20240420,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,37.81,5.48,230.34,14.75,1.2,0.05,0,4.0,1.0,26.41,62.9,929.4,5.85,4.37,3.08,NASA POWER Daily API,40.3
20240421,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,38.48,0.98,289.62,10.62,1.2,0.03,0,4.0,0.0,25.98,62.96,929.0,22.78,2.4,3.87,NASA POWER Daily API,30.63
20240422,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,sol,32.42,0.32,43.94,26.86,2.2,0.0,0,0.0,1.0,26.4,60.06,928.2,5.63,6.24,3.44,NASA POWER Daily API,64.41
20240423,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,39.3,4.61,296.9,12.17,2.2,0.05,0,4.0,0.0,26.56,61.21,928.8,2.78,5.96,2.71,NASA POWER Daily API,44.8
20240424,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,35.57,3.83,209.37,12.29,3.2,1.22,0,4.0,0.0,27.06,59.4,928.8,18.8,11.62,2.48,NASA POWER Daily API,40.28
20240425,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,30.54,3.01,339.48,12.42,2.2,0.11,0,4.0,0.0,27.6,52.97,928.2,6.03,11.87,3.22,NASA POWER Daily API,34.91
20240426,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,30.04,5.63,337.27,10.51,1.2,1.21,0,4.0,0.0,26.61,55.86,927.7,13.21,10.51,3.89,NASA POWER Daily API,34.05
20240427,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,manutencao,garoa,26.41,6.12,225.19,3.69,1.2,0.72,0,4.0,3.0,25.79,61.95,928.1,3.5,7.03,4.32,NASA POWER Daily API,24.46
20240428,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,35.55,7.37,182.15,12.25,1.2,0.73,0,4.0,0.0,26.25,67.04,928.1,18.69,10.91,2.99,NASA POWER Daily API,39.22
20240429,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,33.31,2.63,350.59,17.9,1.2,0.0,0,0.0,0.0,26.62,53.48,928.6,1.27,13.68,3.41,NASA POWER Daily API,51.91
20240430,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,28.16,3.48,121.82,19.94,2.2,0.03,0,4.0,1.0,26.18,53.43,928.9,7.6,0.77,3.87,NASA POWER Daily API,43.96
20240501,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,26.74,5.03,284.41,19.22,2.2,0.01,0,4.0,1.0,26.15,51.02,928.1,11.61,5.79,3.27,NASA POWER Daily API,44.3
20240502,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,22.4,2.8,443.9,11.3,1.2,0.0,0,0.0,0.0,26.73,52.02,927.0,8.4,4.37,3.43,NASA POWER Daily API,28.67
20240503,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,22.8,0.0,314.75,7.52,1.2,0.0,0,0.0,0.0,26.8,42.62,927.2,39.09,13.88,3.59,NASA POWER Daily API,21.12
20240504,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,sol,16.53,5.03,220.12,18.55,1.2,0.0,0,0.0,2.0,26.4,42.0,928.8,9.87,8.57,4.51,NASA POWER Daily API,42.19
20240505,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,sol,16.06,0.0,307.06,18.06,1.2,0.0,0,0.0,1.0,26.35,51.27,929.4,7.48,6.43,5.17,NASA POWER Daily API,32.12
20240506,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,15.75,6.78,265.44,14.33,2.2,0.03,0,4.0,0.0,26.83,54.56,928.3,8.35,5.46,5.44,NASA POWER Daily API,36.73
20240507,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,sol,12.51,0.95,276.26,2.0,1.2,0.0,0,0.0,2.0,25.6,47.52,927.9,5.42,5.2,4.94,NASA POWER Daily API,16.08
20240508,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,26.81,5.83,293.96,17.5,1.2,0.01,0,4.0,1.0,26.31,50.94,929.0,7.18,19.79,3.94,NASA POWER Daily API,41.18
20240509,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,sol,13.08,0.57,322.89,20.03,2.2,0.0,0,0.0,1.0,25.94,42.03,929.4,10.5,8.3,4.86,NASA POWER Daily API,36.43
20240510,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,8.0,6.19,190.34,13.12,2.2,0.0,0,0.0,0.0,25.59,44.28,928.8,2.35,8.73,3.05,NASA POWER Daily API,38.21
20240511,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,17.43,0.0,298.48,20.12,1.2,0.02,0,4.0,0.0,25.64,32.3,928.7,1.59,3.36,3.01,NASA POWER Daily API,41.17
20240512,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,sol,34.07,3.78,391.35,9.35,1.2,0.0,0,0.0,2.0,26.86,54.05,928.4,1.26,3.54,2.85,NASA POWER Daily API,46.67
20240513,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,22.43,7.37,179.45,10.54,1.2,0.0,0,0.0,0.0,28.28,50.22,928.9,2.62,4.78,2.2,NASA POWER Daily API,38.4
20240514,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,22.29,5.28,358.09,15.92,1.2,0.0,0,0.0,0.0,29.42,43.12,928.3,19.16,3.58,2.1,NASA POWER Daily API,36.93
20240515,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,5.0,1.61,496.84,14.75,2.2,0.0,0,0.0,0.0,29.03,34.21,928.0,2.61,4.28,3.62,NASA POWER Daily API,34.6
20240516,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,25.81,7.26,309.26,12.3,3.2,0.0,0,0.0,0.0,26.12,38.59,929.5,14.97,5.15,4.23,NASA POWER Daily API,39.76
20240517,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,sol,7.52,6.86,255.67,20.8,1.2,0.0,0,0.0,1.0,24.91,42.77,930.6,7.15,3.58,3.76,NASA POWER Daily API,40.1
20240518,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,sol,20.22,3.12,271.71,21.73,2.2,0.0,0,0.0,1.0,25.53,41.28,930.6,7.19,3.71,2.92,NASA POWER Daily API,43.29
20240519,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,garoa,29.28,5.15,483.96,8.98,2.2,0.1,0,4.0,2.0,26.51,52.05,930.4,8.46,5.92,3.15,NASA POWER Daily API,36.31
20240520,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,18.56,1.68,387.52,10.33,1.2,0.02,0,4.0,1.0,27.21,46.47,930.2,1.75,6.28,3.59,NASA POWER Daily API,30.93
20240521,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,sol,9.25,7.02,86.11,7.86,1.2,0.0,0,0.0,2.0,26.51,43.22,930.7,27.33,2.04,4.32,NASA POWER Daily API,29.77
20240522,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,24.8,7.68,408.86,23.53,1.2,0.0,0,0.0,0.0,26.4,45.7,931.4,10.53,4.1,4.31,NASA POWER Daily API,49.5
20240523,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,21.87,0.0,255.73,5.39,1.2,0.0,0,0.0,0.0,26.13,52.7,931.0,3.53,1.86,4.43,NASA POWER Daily API,17.91
20240524,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,manutencao,sol,13.56,2.62,216.89,13.17,1.2,0.0,0,0.0,3.0,24.98,39.02,930.5,4.13,1.73,3.03,NASA POWER Daily API,27.93
20240525,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,sol,25.64,8.62,240.23,16.75,1.2,0.0,0,0.0,1.0,25.23,37.03,930.5,3.16,2.87,3.34,NASA POWER Daily API,42.33
20240526,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,15.2,0.42,380.98,9.42,1.2,0.01,0,4.0,0.0,25.15,36.71,930.8,2.51,3.73,3.81,NASA POWER Daily API,27.41
20240527,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,sol,18.22,7.93,279.85,5.9,2.2,0.0,0,0.0,2.0,24.5,41.3,931.4,6.03,5.82,3.42,NASA POWER Daily API,31.9
20240528,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,sol,10.71,11.03,253.94,20.33,2.2,0.0,0,0.0,1.0,25.25,39.31,931.6,2.35,12.46,2.65,NASA POWER Daily API,52.92
20240529,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,19.25,4.37,284.07,11.79,3.2,0.0,0,0.0,0.0,25.92,39.06,931.2,3.09,11.48,2.75,NASA POWER Daily API,34.0
20240530,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,11.99,5.16,336.26,4.18,1.2,0.0,0,0.0,0.0,26.17,37.38,931.0,0.94,3.42,3.39,NASA POWER Daily API,30.85
20240531,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,sol,17.53,1.48,253.16,13.87,1.2,0.0,0,0.0,2.0,25.23,38.16,931.5,3.08,8.68,3.85,NASA POWER Daily API,32.73
20240601,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,10.62,1.47,42.63,13.46,1.2,0.0,0,0.0,0.0,24.5,45.94,932.6,8.39,20.37,5.1,NASA POWER Daily API,40.69
20240602,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,18.55,0.77,409.9,14.47,4.2,0.05,0,4.0,1.0,25.44,52.99,932.8,20.38,3.65,5.45,NASA POWER Daily API,35.44
20240603,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,garoa,17.44,8.13,207.76,22.15,3.2,0.06,0,4.0,1.0,25.34,52.38,933.5,6.29,3.03,4.85,NASA POWER Daily API,50.25
20240604,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,16.79,1.3,346.49,14.78,4.2,0.02,0,4.0,0.0,25.36,50.37,931.8,52.42,4.61,4.21,NASA POWER Daily API,35.9
20240605,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,sol,17.88,4.78,595.51,17.43,2.2,0.0,0,0.0,1.0,24.21,47.24,931.9,22.54,1.71,4.27,NASA POWER Daily API,38.87
20240606,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,garoa,25.04,3.14,376.78,8.62,2.2,0.2,0,4.0,2.0,25.09,53.9,931.7,41.88,4.38,4.06,NASA POWER Daily API,32.48
20240607,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,17.74,8.69,258.34,14.9,1.2,0.0,0,0.0,0.0,25.4,47.38,932.8,2.24,8.13,4.48,NASA POWER Daily API,43.56
20240608,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,17.01,3.88,308.25,14.0,2.2,0.0,0,0.0,0.0,24.53,47.37,933.1,5.4,4.5,4.05,NASA POWER Daily API,33.29
20240609,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,10.82,4.43,344.82,12.01,1.2,0.0,0,0.0,0.0,24.23,45.24,932.0,3.15,5.69,3.76,NASA POWER Daily API,27.45
20240610,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,25.22,5.04,333.47,17.93,1.2,0.0,0,0.0,0.0,24.58,53.58,931.7,11.66,1.9,4.19,NASA POWER Daily API,39.83
20240611,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,20.3,4.25,191.8,21.4,1.2,0.0,0,0.0,0.0,25.02,51.15,932.1,30.38,6.26,4.37,NASA POWER Daily API,41.84
20240612,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,31.13,5.64,99.54,10.1,1.2,0.0,0,0.0,0.0,24.26,49.13,931.7,37.62,3.95,4.19,NASA POWER Daily API,32.45
20240613,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,sol,21.78,8.67,342.35,0.0,1.2,0.0,0,0.0,2.0,24.07,53.86,931.6,11.32,4.14,4.25,NASA POWER Daily API,24.21
20240614,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,17.83,2.96,330.15,15.55,1.2,0.0,0,0.0,0.0,24.16,49.72,932.4,9.42,6.48,4.3,NASA POWER Daily API,32.41
20240615,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,sol,18.74,8.54,414.27,10.35,4.2,0.0,0,0.0,0.0,23.26,49.44,932.9,2.73,5.76,5.07,NASA POWER Daily API,44.45
20240616,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,proximidade_agua,sol,11.14,1.37,335.46,14.99,1.2,0.0,0,0.0,2.0,22.55,49.69,931.8,6.57,5.4,4.73,NASA POWER Daily API,32.07
20240617,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,sol,17.28,5.07,198.22,15.55,1.2,0.0,0,0.0,1.0,22.62,49.81,930.4,10.04,2.15,3.48,NASA POWER Daily API,34.6
20240618,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,transporte,sol,15.13,1.81,367.03,18.67,2.2,0.0,0,0.0,1.0,23.34,51.4,930.1,18.53,7.67,3.78,NASA POWER Daily API,36.6
20240619,Luis Eduardo Magalhaes - BA,-12.0956,-45.7866,campo,garoa,17.04,3.66,254.71,9.43,1.2,0.03,0,4.0,0.0,24.59,56.06,930.6,1.86,3.06,4.4,NASA POWER Daily API,31.41
